building_type,apartment_condition,rooms,layout,housing_stock,author,price,developer,balcony,parcing_space,bathroom,living,total_floors,floor,region,city,sector,street,area
Kотельцовый,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,84120.0,Varicom,,Подземная,2,Квартира с ливингом,6,1.0,Кишинёв мун.,Криково,Центр,str. Chişinău 68,70
,Eвроремонт,5-ти комн. кварт. и более,,Новострой,Агентство,790000.0,,,,3,,13,12.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble  259/2,352
,Eвроремонт,1-комнатная квартира,,Вторичный,Агентство,81900.0,,,,1,Квартира с ливингом,9,1.0,Кишинёв мун.,Кишинёв,Чокана,ул. Джинта Латинэ 5,43
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,152000.0,,,Oткрытое,2,Квартира с ливингом,16,12.0,Кишинёв мун.,Кишинёв,Старая Почта,ул. Студенческая .,77
,,3-х комнатная квартира,,Новострой,Застройщик,99123.0,,1,,2,Квартира с ливингом,14,3.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,82
Kотельцовый,Eвроремонт,4-x комнатная квартира,Чш (Чешка),Вторичный,Агентство,180000.0,,4 и более,Oткрытое,2,,5,4.0,Кишинёв мун.,Кишинёв,Телецентр,str. Academiei /,148
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,122500.0,Exfactor-grup,1,Подземная,2,,9,7.0,Кишинёв мун.,Кишинёв,Чокана,str. Nicolae Sulac 14,70
,Незавершенное cтроительство,1-комнатная квартира,Индивидуальная,Новострой,Агентство,88150.0,,1,Oткрытое,1,,10,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Lipcani /,43
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,66200.0,,,Oткрытое,1,Квартира с ливингом,6,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Bisericii 1,40
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,88125.0,Lagmar Impex,,Подземная,2,Квартира с ливингом,9,6.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,71
,Eвроремонт,3-х комнатная квартира,102,Вторичный,Застройщик,105000.0,,,Oткрытое,2,,5,4.0,Кишинёв мун.,Кишинёв,Рышкановка,str-la Studenților 11/1,70
,Eвроремонт,2-х комнатная квартира,,Вторичный,Частное лицо,97500.0,,1,Oткрытое,2,,9,4.0,Кишинёв мун.,Кишинёв,Чокана,str. Petru Zadnipru 7/4,52
Kирпичный,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,125000.0,,,,1,,11,8.0,Кишинёв мун.,Кишинёв,Буюканы, bd. Alba Iulia  1,50
,Белый вариант,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,117595.0,,1,Oткрытое,2,,13,12.0,Кишинёв мун.,Кишинёв,Центр,str. Petru Rareș 55/1,81
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,57400.0,Solomon Construct Imobil,1,Подземная,1,Квартира с ливингом,11,2.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 106,48
,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,113900.0,,,,,,16,11.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grădina Botanică 18,67
,Белый вариант,3-х комнатная квартира,,Новострой,Агентство,176550.0,,,,,,10,10.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Tudor Vladimirescu -1/8,107
,Белый вариант,1-комнатная квартира,,Новострой,Агентство,64900.0,,1,Подземная,1,,8,2.0,Кишинёв мун.,Дурлешты,Центр,str. Regina Elizabeta *,44
,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,154000.0,Sky House,,,2,Квартира с ливингом,16,7.0,Кишинёв мун.,Кишинёв,Ботаника,şos. Munceşti 94,110
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,61503.0,,1,Подземная,1,Квартира с ливингом,12,4.0,Кишинёв мун.,Дурлешты,Центр,str. Mihail Odatiuc 36,47
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,75610.0,,1,Подземная,1,Квартира с ливингом,12,1.0,Кишинёв мун.,Дурлешты,Центр,str. Mihail Odatiuc 36,72
,,1-комнатная квартира,,Новострой,Агентство,91900.0,,,,,Квартира с ливингом,10,9.0,Кишинёв мун.,Дурлешты,Центр,ул. Николае Димо 24,43
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,99000.0,Sky House,,Подземная,2,,13,7.0,Кишинёв мун.,Кишинёв,Ботаника,str. Dimineții 20/1,60
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,81600.0,Exfactor-grup,1,Oткрытое,2,,9,4.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,51
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,142000.0,,,Oткрытое,1,,12,6.0,Кишинёв мун.,Кишинёв,Чокана,str. Nicolae Sulac 8A,77
Kотельцовый,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,84302.0,Varicom,,Подземная,2,Квартира с ливингом,6,4.0,Кишинёв мун.,Криково,Центр,str. Chişinău 68,69
,,2-х комнатная квартира,,Новострой,Застройщик,99800.0,Lagmar Impex,2,,2,,10,3.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,80
,,1-комнатная квартира,,Новострой,Агентство,58000.0,,,,,,6,4.0,Кишинёв мун.,Кишинёв,Чокана,str. Vadul lui Voda;str. Vadul lui Vodă 30/1,30
,,2-х комнатная квартира,,Вторичный,Агентство,74900.0,,,,,,5,1.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nicolae Titulescu 32,42
,,2-х комнатная квартира,,Вторичный,Агентство,63900.0,,,,,,2,2.0,Кишинёв мун.,Кишинёв,Телецентр,str. Mihail Lomonosov 8b,40
,,2-х комнатная квартира,,Вторичный,Агентство,89900.0,,,,,Квартира с ливингом,5,4.0,Кишинёв мун.,Кишинёв,Телецентр,str. Miorița 10,42
Kирпичный,Белый вариант,3-х комнатная квартира,,Новострой,Агентство,99000.0,Estate Invest Company,,,2,Квартира с ливингом,11,8.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 136/B,83
Kирпичный,Eвроремонт,1-комнатная квартира,,Новострой,Частное лицо,152000.0,Inamstro,,Подземная,1,Квартира с ливингом,10,8.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ioana Radu 27/7,54
,Eвроремонт,2-х комнатная квартира,,Вторичный,Агентство,98500.0,,1,Oткрытое,1,,5,5.0,Кишинёв мун.,Ставчены,Центр,str. Florilor 3,62
Kирпичный,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,116000.0,,2,Подземная,,Квартира с ливингом,7,7.0,Кишинёв мун.,Кишинёв,Телецентр,str. Schinoasa-Vale 3,80
,,2-х комнатная квартира,,Новострой,Агентство,116700.0,,,,,,9,4.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia ---,80
,Eвроремонт,3-х комнатная квартира,,Вторичный,Агентство,109900.0,,2,,2,,9,8.0,Кишинёв мун.,Кишинёв,Ботаника,şos. Munceşti 788,70
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,67955.0,Lagmar Impex,,Подземная,1,Квартира с ливингом,9,4.0,Кишинёв мун.,Кишинёв,Рышкановка,strada Calea Mosilor 4,45
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,65016.0,Lagmar Impex,1,Подземная,1,Квартира с ливингом,14,7.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,46
,Белый вариант,3-х комнатная квартира,,Новострой,Агентство,129500.0,Estate Invest Company,,,,Квартира с ливингом,7,2.0,Кишинёв мун.,Кишинёв,Буюканы,str. Durleşti 4,88
,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,104000.0,,,,,,16,15.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grădina Botanică -,65
Kотельцовый,Косметический pемонт,1-комнатная квартира,,Вторичный,Агентство,62900.0,,,,,,5,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Independenței 10/1,36
Панельный,Нуждается в ремонте,3-х комнатная квартира,Мс (Молд. Серия),Вторичный,Частное лицо,94450.0,,2,Oткрытое,1,,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 17/4,75
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,105000.0,,1,,,,9,5.0,Кишинёв мун.,Кишинёв,Центр,str. Pavel Boțu 9,47
Kомбинированный,Индивидуальный дизайн,2-х комнатная квартира,Индивидуальная,Вторичный,Частное лицо,56000.0,,Нет,,1,Квартира с ливингом,6,5.0,Кишинёв мун.,Кишинёв,Центр,пр-т Григория Виеру 21/2,42
,Eвроремонт,2-х комнатная квартира,,Вторичный,Агентство,114900.0,,,,,,16,8.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 34/1,60
,Eвроремонт,3-х комнатная квартира,,Новострой,Агентство,183500.0,,,,,,10,4.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 39,85
,Eвроремонт,2-х комнатная квартира,,Новострой,Частное лицо,145000.0,Boiar House,2,Гараж,2,Квартира с ливингом,8,4.0,Кишинёв мун.,Дурлешты,Окраина,str. Nicolae Dimo 24,80
,Белый вариант,2-х комнатная квартира,,Новострой,Частное лицо,122900.0,Inamstro,2,,,,16,4.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grădina Botanică 18/1,68
,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,106700.0,,1,Подземная,2,Квартира с ливингом,15,9.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,81
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,97650.0,Solomon Construct Imobil,1,Подземная,2,,11,6.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 134/4,63
,Eвроремонт,3-х комнатная квартира,,Вторичный,Частное лицо,119900.0,,1,,1,Квартира с ливингом,5,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nikolai Zelinski 12,60
,,2-х комнатная квартира,143,Вторичный,Агентство,89500.0,,,,,,9,8.0,Кишинёв мун.,Кишинёв,Рышкановка,bd. Moscova 28,51
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,74900.0,Inamstro,1,Oткрытое,1,,16,13.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grădina Botanică 18/1,48
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,53961.0,Lagmar Impex,,,1,Квартира с ливингом,9,1.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 142,38
,Косметический pемонт,2-х комнатная квартира,,Вторичный,Агентство,89900.0,,1,,2,,5,2.0,Кишинёв мун.,Кишинёв,Телецентр,str. Gheorghe Asachi 62,60
,Eвроремонт,2-х комнатная квартира,Индивидуальная,Вторичный,Частное лицо,119900.0,,1,Oткрытое,1,,5,3.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Индепенденцей 9/1,47
Блочный,Индивидуальный дизайн,3-х комнатная квартира,Индивидуальная,Новострой,Частное лицо,236900.0,,2,Oткрытое,2,Квартира с ливингом,11,5.0,Кишинёв мун.,Кишинёв,Центр,str. Ion Vasilenco 38,112
Mонолитный,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,81000.0,A-casa,Нет,Подземная,1,Квартира с ливингом,5,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Gheorghe Codreanu 77,54
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,58900.0,,,Подземная,1,Квартира с ливингом,8,6.0,Кишинёв мун.,Кишинёв,Телецентр,sos. Hincesti 142,45
Kирпичный,Eвроремонт,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,215000.0,Interactiv,Нет,Oткрытое,1,Квартира с ливингом,6,1.0,Кишинёв мун.,Кишинёв,Телецентр,str-la 2 Ciocârliei 4/3,80
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,144900.0,,1,Oткрытое,1,Квартира с ливингом,10,9.0,Кишинёв мун.,Кишинёв,Ботаника,Independentei  28,55
Kомбинированный,Eвроремонт,2-х комнатная квартира,,Новострой,Застройщик,126500.0,Dansicons,1,,,,11,3.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemitanu 23/1,63
,Eвроремонт,3-х комнатная квартира,,Вторичный,Агентство,125500.0,,1,,1,,5,3.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Гренобле 205/2,70
,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,89000.0,,1,Подземная,1,Квартира с ливингом,8,2.0,Кишинёв мун.,Дурлешты,Центр,str.Regina Elisabeta *,89
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,72760.0,,1,Подземная,1,Квартира с ливингом,7,2.0,Кишинёв мун.,Дурлешты,Центр,str. Regina Elisabeta *,68
,Eвроремонт,1-комнатная квартира,,Вторичный,Агентство,77500.0,,,,,,4,3.0,Кишинёв мун.,Кишинёв,Рышкановка,Dumitru Riscanu  4,33
Kирпичный,Eвроремонт,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,199900.0,,1,Подземная,1,,12,10.0,Кишинёв мун.,Кишинёв,Чокана, bd. Mircea cel Bătrân 41,65
Kирпичный,,3-х комнатная квартира,Индивидуальная,Новострой,Агентство,225000.0,Vasigur Grup,1,Подземная,2,Квартира с ливингом,10,9.0,Кишинёв мун.,Кишинёв,Рышкановка,bd. Moscova 4/4,75
Kомбинированный,Белый вариант,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,235000.0,,1,Подземная,2,Квартира с ливингом,6,3.0,Кишинёв мун.,Кишинёв,Центр,str. Moara Roșie 5,102
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,105000.0,Inamstro,,Oткрытое,1,Квартира с ливингом,6,1.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Ливиу Деляну 10/2,50
,Eвроремонт,3-х комнатная квартира,,Новострой,Агентство,235000.0,Exfactor-grup,1,Oткрытое,2,Квартира с ливингом,13,7.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Василе Лупу 28,90
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,126900.0,,1,Oткрытое,1,Квартира с ливингом,9,6.0,Кишинёв мун.,Дурлешты,Окраина,str. Cartuşa 95/3,70
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,129950.0,Lagmar Impex,1,Oткрытое,1,Квартира с ливингом,10,9.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Албишоара 72/5,52
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,79500.0,Braus Imobiliare,1,Oткрытое,1,,9,3.0,Кишинёв мун.,Кишинёв,Телецентр,ул. Яловень 38/1,31
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,119900.0,Estate Invest Company,,Oткрытое,1,Квартира с ливингом,14,10.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 136,54
Kирпичный,Eвроремонт,1-комнатная квартира,Индивидуальная,Новострой,Агентство,79900.0,Sky House,1,Oткрытое,1,Квартира с ливингом,10,8.0,Кишинёв мун.,Кишинёв,Ботаника,str. Bacioii Noi 14,36
,Eвроремонт,3-х комнатная квартира,,Вторичный,Агентство,119900.0,,1,Oткрытое,1,,5,2.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Николай Зелински 12,60
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,195000.0,Exfactor-grup,1,Oткрытое,2,Квартира с ливингом,13,7.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu 28a,71
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,179000.0,Exfactor-grup,1,Oткрытое,2,Квартира с ливингом,13,7.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu 28a,71
,Eвроремонт,3-х комнатная квартира,,Новострой,Агентство,239000.0,,2,Oткрытое,2,Квартира с ливингом,14,11.0,Кишинёв мун.,Кишинёв,Чокана,str. Nicolae Sulac 4,120
,Eвроремонт,3-х комнатная квартира,,Новострой,Агентство,180000.0,,2,Oткрытое,2,Квартира с ливингом,8,7.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 5/1,120
Kомбинированный,Eвроремонт,3-х комнатная квартира,Индивидуальная,Новострой,Агентство,460000.0,,3,Подземная,3,Квартира с ливингом,5,3.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Штефан Няга 20,185
,Eвроремонт,2-х комнатная квартира,,Вторичный,Агентство,84900.0,,,Oткрытое,1,,4,3.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Николай Зелински 5/4,40
,Eвроремонт,2-х комнатная квартира,Ст (Сталинка),Новострой,Агентство,350000.0,,,Oткрытое,2,Квартира с ливингом,4,2.0,Кишинёв мун.,Кишинёв,Центр,bd. Stefan cel Mare si Sfint 132,75
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,174900.0,Lagmar Impex,1,Oткрытое,1,Квартира с ливингом,12,11.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Cornesti 11,65
Kомбинированный,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,126750.0,Lagmar Impex,1,Oткрытое,2,,14,11.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemitanu 19,65
Kирпичный,Eвроремонт,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,199900.0,Exfactor-grup,2,Подземная,1,Квартира с ливингом,12,10.0,Кишинёв мун.,Кишинёв,Чокана,пр-т Мирча чел Бэтрын 41/A,67
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,219900.0,Flormin-Com,,Oткрытое,1,Квартира с ливингом,10,2.0,Кишинёв мун.,Кишинёв,Буюканы,str. Onisifor Ghibu 10,65
,Eвроремонт,2-х комнатная квартира,,Вторичный,Агентство,195000.0,,1,Oткрытое,1,Квартира с ливингом,9,7.0,Кишинёв мун.,Кишинёв,Центр,str. Mitropolit Dosoftei 100,55
Kомбинированный,Eвроремонт,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,187500.0,Inamstro,1,Подземная,1,Квартира с ливингом,10,6.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Иоана Раду 27/1,70
Kомбинированный,Eвроремонт,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,165500.0,Dansicons,1,,1,Квартира с ливингом,12,8.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemitanu; 17/1,65
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,126500.0,Dansicons,1,Oткрытое,1,Квартира с ливингом,11,3.0,Кишинёв мун.,Кишинёв,Центр,ул. Николае Тестемицану 23/1,63
Kомбинированный,Eвроремонт,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,165500.0,Eldorado Terra,2,Oткрытое,1,Квартира с ливингом,11,9.0,Кишинёв мун.,Кишинёв,Центр,ул. Николае Тестемицану 3/3,62
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,307900.0,Estate Invest Company,1,Подземная,2,Квартира с ливингом,14,5.0,Кишинёв мун.,Кишинёв,Рышкановка,бул. Москова 9/5,75
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,143900.0,Pamir Construct,,Oткрытое,1,Квартира с ливингом,8,7.0,Кишинёв мун.,Кишинёв,Ботаника,пер. Гика Водэ 5,55
Kомбинированный,Eвроремонт,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,257900.0,Lagmar Impex,1,Подземная,2,Квартира с ливингом,14,12.0,Кишинёв мун.,Кишинёв,Центр,ул. Николае Тестемицану 19,76
Kотельцовый,Eвроремонт,2-х комнатная квартира,Ст (Сталинка),Вторичный,Агентство,335000.0,,1,Oткрытое,1,Квартира с ливингом,4,3.0,Кишинёв мун.,Кишинёв,Центр,пр-т Штефан чел Маре ши Сфынт 132,75
Kомбинированный,Eвроремонт,3-х комнатная квартира,Индивидуальная,Новострой,Агентство,217500.0,Basconslux,1,Подземная,1,Квартира с ливингом,11,6.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 43/F,95
,Eвроремонт,3-х комнатная квартира,,Новострой,Агентство,245000.0,,2,,2,Квартира с ливингом,15,10.0,Кишинёв мун.,Кишинёв,Рышкановка,Matei Basarab  .,97
,Eвроремонт,Комната,,Вторичный,Агентство,35500.0,,,,1,,5,3.0,Кишинёв мун.,Кишинёв,Ботаника,Burebista .,17
,Eвроремонт,2-х комнатная квартира,,Новострой,Частное лицо,90000.0,,1,Oткрытое,1,Квартира с ливингом,5,2.0,Кишинёв мун.,Кишинёв,Чокана,str. Movileni 26,50
Ячеистый Бетон,Белый вариант,2-х комнатная квартира,Индивидуальная,Новострой,Застройщик,102830.0,Astercon,1,Гараж,2,Квартира с ливингом,6,3.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,76
,Eвроремонт,1-комнатная квартира,,Новострой,Застройщик,130000.0,,1,Oткрытое,1,Квартира с ливингом,7,2.0,Кишинёв мун.,Кишинёв,Центр,str. Lev Tolstoi 13,46
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,64018.0,,,Oткрытое,1,,15,3.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,46
Панельный,Нуждается в ремонте,Комната,143,Вторичный,Агентство,37900.0,,Нет,Oткрытое,2,,9,1.0,Кишинёв мун.,Кишинёв,Чокана,str. Alecu Russo 61/4,41
,,1-комнатная квартира,,Вторичный,Агентство,65000.0,,,,,,5,5.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Florilor 16/1,34
,Eвроремонт,1-комнатная квартира,,Вторичный,Агентство,32900.0,,,Oткрытое,1,,10,6.0,Кишинёв мун.,Кишинёв,Чокана,ул. Игорь Виеру 19/1,14
,Eвроремонт,1-комнатная квартира,,Вторичный,Агентство,38000.0,,,Oткрытое,1,,3,3.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Четатя Албэ 20,15
,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,75500.0,Lagmar Impex,1,Oткрытое,1,Квартира с ливингом,9,8.0,Кишинёв мун.,Кишинёв,Телецентр,ш. Хынчешть 142,53
,Eвроремонт,3-х комнатная квартира,,Новострой,Агентство,440000.0,,2,Подземная,4 и более,Квартира с ливингом,16,16.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Буребиста 114/2,435
,,1-комнатная квартира,,Вторичный,Агентство,58000.0,,,Oткрытое,1,,6,2.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Константин Брынкушь 148,35
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,169000.0,,1,Oткрытое,1,Квартира с ливингом,11,11.0,Кишинёв мун.,Кишинёв,Телецентр,ш. Хынчешть 55/5,95
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,220000.0,,1,Oткрытое,1,,10,10.0,Кишинёв мун.,Кишинёв,Центр,str. Alexandru cel Bun 108,83
,Косметический pемонт,2-х комнатная квартира,,Новострой,Агентство,225000.0,,2,Oткрытое,3,Квартира с ливингом,11,9.0,Кишинёв мун.,Кишинёв,Центр,str. Alexandru cel Bun 108,105
Mонолитный,Eвроремонт,4-x комнатная квартира,Индивидуальная,Новострой,Агентство,135900.0,,2,Oткрытое,2,,18,16.0,Кишинёв мун.,Кишинёв,Ботаника,пр-т Дачия 46,110
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,150000.0,Basconslux,,Oткрытое,1,Квартира с ливингом,10,6.0,Кишинёв мун.,Кишинёв,Телецентр,str. Sprîncenoaia 3/K,65
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,165000.0,Dansicons,1,Oткрытое,1,,10,5.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Decebal 99/C,60
,Незавершенное cтроительство,3-х комнатная квартира,,Новострой,Застройщик,100300.0,Boiar House,2,,2,,10,9.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24/B,100
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,249900.0,Eldorado Terra,1,Oткрытое,2,Квартира с ливингом,14,9.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Decebal 6/4,84
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,101900.0,Volare Tur,1,Oткрытое,1,Квартира с ливингом,10,1.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Гренобле 120/4,45
,Белый вариант,1-комнатная квартира,,Новострой,Агентство,124900.0,Inamstro,1,Oткрытое,1,Квартира с ливингом,12,9.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Каля Ешилор 6,56
,Eвроремонт,3-х комнатная квартира,,Новострой,Агентство,210000.0,Exfactor-grup,1,Oткрытое,1,Квартира с ливингом,12,10.0,Кишинёв мун.,Кишинёв,Ботаника,str. Tudor Strișcă 8/1,95
,Eвроремонт,2-х комнатная квартира,,Вторичный,Агентство,92900.0,,1,Oткрытое,1,Квартира с ливингом,4,3.0,Кишинёв мун.,Кишинёв,Ботаника,str. Minsk 26/2,45
,Eвроремонт,3-х комнатная квартира,,Вторичный,Агентство,103900.0,,1,Oткрытое,1,Квартира с ливингом,4,2.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu 31,54
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,194900.0,Inamstro,1,Oткрытое,1,Квартира с ливингом,14,9.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Каля Ешилор 6,75
,Eвроремонт,3-х комнатная квартира,,Вторичный,Агентство,149000.0,,1,Oткрытое,1,Квартира с ливингом,2,2.0,Кишинёв мун.,Кишинёв,Центр,str. Columna 180,160
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,105000.0,,1,Oткрытое,1,Квартира с ливингом,9,6.0,Кишинёв мун.,Кишинёв,Ботаника,str. Burebista 25,43
,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,135000.0,Exfactor-grup,1,Oткрытое,2,Квартира с ливингом,15,8.0,Кишинёв мун.,Кишинёв,Телецентр,ул. Пьетрарилор 10/5,83
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,185000.0,,1,Oткрытое,1,Квартира с ливингом,10,9.0,Кишинёв мун.,Кишинёв,Центр,ул. Валя Трандафирилор 20,90
,Белый вариант,1-комнатная квартира,,Новострой,Агентство,91900.0,Exfactor-grup,1,Подземная,2,Квартира с ливингом,9,7.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Ион Буздуган 11,50
,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,145500.0,Exfactor-grup,1,Подземная,2,Квартира с ливингом,14,5.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Василе Лупу 28,75
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,124900.0,,1,Oткрытое,2,,10,6.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Gheorghe Madan 85/6,53
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,87900.0,,1,Oткрытое,1,Квартира с ливингом,10,2.0,Кишинёв мун.,Дурлешты,Центр,Картуша 97/3,50
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,218500.0,Sky House,,Oткрытое,2,Квартира с ливингом,16,5.0,Кишинёв мун.,Кишинёв,Центр,ул. Лев Толстой 63/1,82
,Eвроремонт,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,189900.0,,,Oткрытое,1,,8,2.0,Кишинёв мун.,Кишинёв,Буюканы,str. Grigore Alexandrescu 6,84
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,177900.0,Eldorado Terra,2,Oткрытое,2,Квартира с ливингом,11,10.0,Кишинёв мун.,Кишинёв,Чокана,str. Ginta Latina 12/7,93
