building_type,apartment_condition,rooms,layout,housing_stock,author,price,developer,balcony,parcing_space,bathroom,living,total_floors,floor,region,city,sector,street,area
Kирпичный,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,220350.0,EDEN,2,Подземная,,Квартира с ливингом,9,4.0,Кишинёв мун.,Кишинёв,Скулянка,str. Calea Ieșilor 71,113
Kирпичный,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,124900.0,,1,Подземная,1,Квартира с ливингом,9,8.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ion Buzdugan 9,48
,,2-х комнатная квартира,,Новострой,Агентство,116900.0,,,,,,7,6.0,Кишинёв мун.,Кишинёв,Чокана,str. Ion Dumeniuc -,52
,Белый вариант,1-комнатная квартира,,Новострой,Агентство,55420.0,,,,,,10,2.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 11/1,37
,Белый вариант,2-х комнатная квартира,Индивидуальная,Новострой,Частное лицо,52000.0,,1,,1,Квартира с ливингом,11,4.0,Кишинёв мун.,Дурлешты,Центр,str. Cartuşa 99/5,55
Mонолитный,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,96040.0,Ecovzor,1,Oткрытое,2,Квартира без ливинга,7,2.0,Кишинёв мун.,Криково,Центр,str. Vasile Alescandri 5,69
Бетон,Eвроремонт,3-х комнатная квартира,,Новострой,Банк,138000.0,,1,,1,Квартира с ливингом,10,1.0,Кишинёв мун.,Кишинёв,Центр,str. Ion Inculeț 105/2,172
,,2-х комнатная квартира,,Вторичный,Застройщик,95000.0,,,,,Квартира с ливингом,19,18.0,Кишинёв мун.,Кишинёв,Центр,str. Albisoara 82/4,72
Ячеистый Бетон,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,103397.0,Astercon,2,Гараж,2,Квартира с ливингом,6,2.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,77
Ячеистый Бетон,Белый вариант,2-х комнатная квартира,Индивидуальная,Новострой,Застройщик,86252.0,Astercon,1,Гараж,1,Квартира без ливинга,6,2.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,64
,Eвроремонт,3-х комнатная квартира,,Новострой,Агентство,320000.0,,,,2,,7,2.0,Кишинёв мун.,Кишинёв,Центр,str. Moara Rosie 7 F,115
Kотельцовый,Eвроремонт,3-х комнатная квартира,143,Вторичный,Частное лицо,110000.0,,1,Oткрытое,2,Квартира с ливингом,5,4.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Crângului 12,80
Kотельцовый,,Комната,,Вторичный,Застройщик,22800.0,,,,,,6,5.0,Кишинёв мун.,Кишинёв,Буюканы,str. Eugen Coca 3,16
Ячеистый Бетон,Белый вариант,1-комнатная квартира,Индивидуальная,Новострой,Застройщик,63800.0,Astercon,1,Гараж,1,Квартира с ливингом,6,2.0,Кишинёв мун.,Дурлешты,Центр,Durlești 8,44
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,95040.0,,,Подземная,,Квартира с ливингом,10,4.0,Кишинёв мун.,Кишинёв,Чокана,str. Vadul lui Voda 30,72
,,3-х комнатная квартира,,Вторичный,Агентство,135000.0,,,,,,9,3.0,Кишинёв мун.,Кишинёв,Чокана,str. Nicolae Milescu Spătarul 1,79
,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,235950.0,,2,Подземная,2,Квартира с ливингом,14,13.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Язулуй 38,143
,Eвроремонт,1-комнатная квартира,,Вторичный,Застройщик,45999.0,,,Oткрытое,,,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,str. Sarmizegetusa 94/1,25
Mонолитный,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,38140.0,Metropolis City,1,Подземная,,,10,1.0,Кишинёв мун.,Кишинёв,Ботаника,пр-т Дачия 59,39
Kирпичный,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,72500.0,,2,Под навесом,,Квартира с ливингом,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,49
Kирпичный,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,84000.0,,2,Подземная,,Квартира с ливингом,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,60
Kирпичный,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,143150.0,,2,Подземная,,Квартира с ливингом,9,9.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,103
,Незавершенное cтроительство,2-х комнатная квартира,,Новострой,Застройщик,79123.0,Solomon Construct Imobil,,,,Квартира с ливингом,9,5.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,72
Kирпичный,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,105300.0,,2,Подземная,,Квартира с ливингом,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,78
Kирпичный,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,134000.0,,2,Подземная,,Квартира с ливингом,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,100
Kирпичный,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,119950.0,,2,Подземная,,Квартира с ливингом,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,93
Kирпичный,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,93800.0,,2,Подземная,,Квартира с ливингом,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,67
Kирпичный,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,112550.0,,2,Под навесом,,Квартира с ливингом,9,3.0,Кишинёв мун.,Кишинёв,Аэропорт,bd. Dacia 60/5,84
Kирпичный,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,99400.0,,2,Подземная,,Квартира с ливингом,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,71
Kомбинированный,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,105000.0,,2,Подземная,,Квартира с ливингом,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,75
Kирпичный,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,102200.0,,2,Подземная,,Квартира с ливингом,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,73
Kирпичный,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,116100.0,,2,Подземная,,Квартира с ливингом,9,3.0,Кишинёв мун.,Кишинёв,Аэропорт,bd. Dacia 60/5,90
Kирпичный,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,152900.0,,2,Подземная,,Квартира с ливингом,9,9.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,110
Kирпичный,Eвроремонт,3-х комнатная квартира,Индивидуальная,Новострой,Агентство,270000.0,Volare Tur,1,Oткрытое,2,Квартира с ливингом,17,3.0,Кишинёв мун.,Кишинёв,Рышкановка,bd. Renasterii Nationale 10,95
Блочный,Белый вариант,1-комнатная квартира,Индивидуальная,Новострой,Застройщик,85400.0,Pamir Construct,1,Подземная,1,,18,5.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Decebal 139/a,43
,Косметический pемонт,2-х комнатная квартира,,Новострой,Частное лицо,137000.0,,1,,1,,11,2.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 35/E,55
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,192000.0,,1,Oткрытое,2,Квартира с ливингом,11,10.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Гренобле 128/1,130
Mонолитный,Eвроремонт,4-x комнатная квартира,Индивидуальная,Новострой,Частное лицо,228000.0,Eldorado Terra,2,Oткрытое,2,Квартира с ливингом,11,3.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 3/7,97
,Eвроремонт,2-х комнатная квартира,,Новострой,Частное лицо,164999.0,Varicom,2,Oткрытое,1,Квартира с ливингом,16,14.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Грэдина Ботаникэ 20/1,85
,Eвроремонт,1-комнатная квартира,,Новострой,Частное лицо,98999.0,,,,,,11,10.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 259/5,44
,,2-х комнатная квартира,,Вторичный,Агентство,89500.0,,,,,,5,4.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Gheorghe Madan 46/3,50
,Eвроремонт,2-х комнатная квартира,Индивидуальная,Вторичный,Агентство,95000.0,,1,Oткрытое,1,,16,2.0,Кишинёв мун.,Кишинёв,Ботаника,бул. Траян 23/1,60
Ячеистый Бетон,Eвроремонт,1-комнатная квартира,,Новострой,Частное лицо,148000.0,,1,Oткрытое,1,Квартира с ливингом,13,7.0,Кишинёв мун.,Кишинёв,Буюканы,str. Bucuriei 10,62
,Белый вариант,Комната,,Новострой,Частное лицо,82800.0,Inamstro,,,,,12,4.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grădina Botanică 18/1,46
Kомбинированный,Белый вариант,4-x комнатная квартира,,Новострой,Застройщик,160000.0,,2,Oткрытое,2,Квартира с ливингом,9,8.0,Кишинёв мун.,Дурлешты,Центр,str. Cartuşa 95/4,146
Блочный,Незавершенное cтроительство,2-х комнатная квартира,Индивидуальная,Новострой,Застройщик,114600.0,Pamir Construct,1,Подземная,1,Квартира с ливингом,18,7.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Decebal 139/a,60
Kотельцовый,Eвроремонт,1-комнатная квартира,Индивидуальная,Новострой,Застройщик,78900.0,,,Oткрытое,1,,5,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Alexandru Marinescu 51,35
,Косметический pемонт,2-х комнатная квартира,,Вторичный,Агентство,50900.0,,1,,2,,20,5.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 29/2,43
Kотельцовый,Индивидуальный дизайн,3-х комнатная квартира,,Вторичный,Частное лицо,215000.0,,,Oткрытое,2,,3,3.0,Кишинёв мун.,Кишинёв,Центр,str. Alexandr Pușkin 30,101
Kомбинированный,Незавершенное cтроительство,3-х комнатная квартира,Индивидуальная,Новострой,Застройщик,158950.0,Pamir Construct,2,Подземная,2,Квартира с ливингом,18,7.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Decebal 139/a,84
,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,102418.0,Metropolis City,,Подземная,2,,10,7.0,Кишинёв мун.,Кишинёв,Ботаника,пр-т Дачия 59,99
Kомбинированный,Индивидуальный дизайн,1-комнатная квартира,Индивидуальная,Новострой,,249000.0,Inamstro,1,Подземная,1,Квартира с ливингом,13,5.0,Кишинёв мун.,Кишинёв,Центр,ул. Каля Ешилор 6,56
Mонолитный,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,58739.0,Metropolis City,1,Подземная,2,,10,1.0,Кишинёв мун.,Кишинёв,Ботаника,пр-т Дачия 59,61
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,37468.0,Metropolis City,1,Подземная,1,,10,9.0,Кишинёв мун.,Кишинёв,Ботаника,пр-т Дачия 59,39
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,135000.0,,1,Oткрытое,1,Квартира с ливингом,16,16.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Сармизеджетуса 23,78
Kотельцовый,Незавершенное cтроительство,3-х комнатная квартира,Индивидуальная,Новострой,Застройщик,152300.0,Pamir Construct,1,Oткрытое,2,Квартира с ливингом,5,2.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 182,98
Kотельцовый,Незавершенное cтроительство,2-х комнатная квартира,Индивидуальная,Новострой,Застройщик,125600.0,Pamir Construct,1,Oткрытое,1,Квартира с ливингом,5,2.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 182,73
Kотельцовый,Незавершенное cтроительство,1-комнатная квартира,Индивидуальная,Новострой,Застройщик,90500.0,Pamir Construct,1,Oткрытое,,Квартира с ливингом,5,2.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 182,53
Kирпичный,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,127500.0,,2,Подземная,2,Квартира с ливингом,6,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 56,65
,Без ремонта,1-комнатная квартира,Индивидуальная,Вторичный,Агентство,64900.0,,Нет,Oткрытое,1,,20,14.0,Кишинёв мун.,Кишинёв,Ботаника,пр. Дачия .,45
Kомбинированный,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,72000.0,Poliprim Grup,2,Подземная,,,10,5.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,60
Kомбинированный,Eвроремонт,2-х комнатная квартира,,Новострой,Застройщик,315000.0,,1,Подземная,1,,14,7.0,Кишинёв мун.,Кишинёв,Центр,str. București 96/1,72
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,149500.0,Inamstro,1,Oткрытое,1,Квартира с ливингом,11,6.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Штефан Няга 67,54
,Незавершенное cтроительство,1-комнатная квартира,,Новострой,Частное лицо,51920.0,,,,1,Квартира с ливингом,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,dacia 59 59,47
Kирпичный,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,76600.0,Estate Invest Company,,Подземная,2,Квартира с ливингом,11,3.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 102,68
Kирпичный,Белый вариант,1-комнатная квартира,,Новострой,Агентство,60300.0,Estate Invest Company,,Подземная,1,Квартира с ливингом,11,3.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 102,53
,Eвроремонт,2-х комнатная квартира,Брж (Брежневка),Вторичный,Агентство,86900.0,,1,Oткрытое,1,Квартира без ливинга,5,5.0,Кишинёв мун.,Кишинёв,Ботаника,str. Trandafirilor 31/5,44
Kомбинированный,Белый вариант,2-х комнатная квартира,Индивидуальная,Новострой,Застройщик,66000.0,Poliprim Grup,2,,1,,10,4.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 26,60
,Индивидуальный дизайн,3-х комнатная квартира,,Новострой,Частное лицо,229900.0,Element Stil,1,,2,Квартира с ливингом,6,3.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 88/1,98
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,258000.0,Lagmar Impex,1,Oткрытое,2,Квартира с ливингом,14,12.0,Кишинёв мун.,Кишинёв,Центр,ул. Николае Тестемицану 19/1,76
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,220000.0,,,,1,Квартира с ливингом,14,8.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu -,69
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,229000.0,Inamstro,Нет,Oткрытое,1,Квартира с ливингом,12,11.0,Кишинёв мун.,Кишинёв,Чокана,ул. Алеку Руссо 9/7,82
,Белый вариант,1-комнатная квартира,Индивидуальная,Новострой,Агентство,43672.0,Estate Invest Company,,Oткрытое,1,Квартира без ливинга,12,5.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 136,41
,Индивидуальный дизайн,3-х комнатная квартира,,Вторичный,Частное лицо,158000.0,,2,Oткрытое,2,Квартира с ливингом,5,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Buiucani 4,113
Kотельцовый,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,153410.0,Astercon,1,Гараж,2,,7,1.0,Кишинёв мун.,Дурлешты,Окраина,str. Durlesti 10/A,106
Kотельцовый,Eвроремонт,2-х комнатная квартира,,Вторичный,Застройщик,105500.0,,,,,Квартира с ливингом,5,2.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Alecu Russo 3/2,49
Kотельцовый,Без ремонта,2-х комнатная квартира,Индивидуальная,Вторичный,Частное лицо,110000.0,,2,,1,Квартира с ливингом,5,2.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Matei Basarab 10/2,52
,Белый вариант,1-комнатная квартира,,Новострой,Агентство,90500.0,Braus Imobiliare,,,,Квартира с ливингом,20,18.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 15,48
,Незавершенное cтроительство,2-х комнатная квартира,,Новострой,Застройщик,77030.0,Solomon Construct Imobil,1,,2,Квартира с ливингом,10,1.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,72
,Сдан в эксплуатацию,1-комнатная квартира,Индивидуальная,Новострой,Частное лицо,60000.0,,1,,2,,9,3.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Testemițanu 61,55
,Индивидуальный дизайн,2-х комнатная квартира,,Вторичный,Агентство,109900.0,,1,,1,Квартира без ливинга,9,8.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble  130/3,55
,Незавершенное cтроительство,3-х комнатная квартира,,Новострой,Застройщик,124660.0,Solomon Construct Imobil,1,,,Квартира с ливингом,9,4.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,110
,,2-х комнатная квартира,,Новострой,Застройщик,148000.0,Inamstro,,Oткрытое,,Квартира с ливингом,9,8.0,Кишинёв мун.,Кишинёв,Чокана,str. Ion Dumeniuc 6,64
Mонолитный,Косметический pемонт,1-комнатная квартира,135,Вторичный,Частное лицо,75000.0,,,,,,16,13.0,Кишинёв мун.,Кишинёв,Скулянка,Каля Ешилор  61/2,41
,Eвроремонт,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,97902.0,,1,Oткрытое,1,,10,7.0,Кишинёв мун.,Кишинёв,Буюканы,str. Calea Ieșilor .,54
Kомбинированный,Белый вариант,3-х комнатная квартира,Индивидуальная,Новострой,Застройщик,79200.0,Poliprim Grup,2,,2,Квартира с ливингом,10,5.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 26,72
Kомбинированный,Белый вариант,1-комнатная квартира,Индивидуальная,Новострой,Застройщик,47150.0,Poliprim Grup,1,,1,Квартира с ливингом,10,3.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 26,41
Kомбинированный,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,106480.0,,1,Подземная,2,,12,5.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,88
Mонолитный,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,93750.0,,2,Подземная,2,,9,4.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 11/1,75
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,179000.0,,,Подземная,2,,10,2.0,Кишинёв мун.,Кишинёв,Ботаника,Burebista  25,71
Kотельцовый,Eвроремонт,2-х комнатная квартира,,Вторичный,Агентство,87900.0,,1,Oткрытое,1,,5,1.0,Кишинёв мун.,Кишинёв,Ботаника, str. Nicolae Titulescu  53/2,46
Mонолитный,Eвроремонт,2-х комнатная квартира,Индивидуальная,Вторичный,Частное лицо,109000.0,,1,,1,Квартира без ливинга,16,10.0,Кишинёв мун.,Кишинёв,Рышкановка,Московский пр-т 11,56
Kомбинированный,Eвроремонт,3-х комнатная квартира,,Новострой,Частное лицо,220000.0,Stroy Invest,,Oткрытое,,,7,3.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Ливиу Деляну 24,72
,,3-х комнатная квартира,Мс (Молд. Серия),Вторичный,Агентство,127000.0,,,,,,9,1.0,Кишинёв мун.,Кишинёв,Чокана,str. Nicolae Milescu Spătarul 1,74
Mонолитный,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,98900.0,,1,Подземная,2,Квартира с ливингом,6,3.0,Кишинёв мун.,Криково,Центр,str. Chişinău 81,86
Kирпичный,Eвроремонт,2-х комнатная квартира,,Новострой,Частное лицо,134999.0,,,,,Квартира с ливингом,10,3.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 100/3,66
Kирпичный,Белый вариант,1-комнатная квартира,,Новострой,Агентство,46010.0,Sky House,1,Подземная,1,,12,4.0,Кишинёв мун.,Кишинёв,Ботаника,str. Dimineții 8,36
,Eвроремонт,1-комнатная квартира,,Вторичный,Агентство,55000.0,,,,1,,5,2.0,Кишинёв мун.,Кишинёв,Центр,Alexandr Pușkin  53,28
,Eвроремонт,3-х комнатная квартира,Индивидуальная,Новострой,Агентство,258000.0,,1,Oткрытое,2,,12,7.0,Кишинёв мун.,Кишинёв,Чокана, bd. Mircea cel Bătrân 41,96
,Eвроремонт,2-х комнатная квартира,,Вторичный,Частное лицо,119000.0,,,,,,5,2.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Мирон Костин 15/1,60
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,60137.0,Lagmar Impex,Нет,Подземная,1,Квартира с ливингом,9,1.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 142,43
,Белый вариант,Комната,,Новострой,Застройщик,62914.0,,,,1,,9,9.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 142,45
,Без ремонта,2-х комнатная квартира,Индивидуальная,Вторичный,Агентство,64000.0,,Нет,Oткрытое,1,,5,5.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nicolae Titulescu .,44
,Eвроремонт,2-х комнатная квартира,Индивидуальная,Вторичный,Агентство,87500.0,,,Oткрытое,1,,5,5.0,Кишинёв мун.,Кишинёв,Центр,str. Izmail;str. Ismail .,46
Kотельцовый,Eвроремонт,1-комнатная квартира,,Вторичный,Застройщик,34700.0,,,,1,,5,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ion Pelivan 34/1,19
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,205000.0,,1,Подземная,2,,14,11.0,Кишинёв мун.,Кишинёв,Буюканы,str.Vasile Lupu  --,70
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,79900.0,,1,,1,,9,2.0,Кишинёв мун.,Кишинёв,Центр,str. Arheolog Ion Casian Suruceanu 1,40
,Белый вариант,3-х комнатная квартира,,Новострой,Агентство,280000.0,,2,Подземная,3,,9,8.0,Кишинёв мун.,Кишинёв,Буюканы, bd. Alba Iulia  128,190
,Белый вариант,3-х комнатная квартира,,Новострой,Агентство,130000.0,,3,,2,,9,6.0,Кишинёв мун.,Дурлешты,Центр, str. Nicolae Testemițanu 61/C,117
,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,124600.0,Lagmar Impex,2,Подземная,2,Квартира с ливингом,9,5.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,89
,Eвроремонт,1-комнатная квартира,,Вторичный,Агентство,53000.0,,,Oткрытое,,,5,4.0,Кишинёв мун.,Кишинёв,Ботаника, str. Independenței 14/1,25
Панельный,Нуждается в ремонте,3-х комнатная квартира,143,Вторичный,Агентство,99500.0,,2,,2,,9,8.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Tudor Vladimirescu 1/4,70
Kирпичный,Индивидуальный дизайн,2-х комнатная квартира,,Новострой,Частное лицо,215000.0,Exfactor-grup,1,,2,Квартира с ливингом,11,6.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu 28a,73
,,2-х комнатная квартира,,Новострой,Агентство,204900.0,,,,,,12,6.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 41/A,72
,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,189000.0,Exfactor-grup,,Oткрытое,2,,10,8.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 41,87
,,3-х комнатная квартира,,Новострой,Агентство,195000.0,,,,,,13,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu 28,74
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,81915.0,,,Подземная,2,,9,9.0,Кишинёв мун.,Кишинёв,Телецентр,sos. Hincesti 142,63
,Eвроремонт,Комната,,Вторичный,Частное лицо,33500.0,,,Oткрытое,1,,5,3.0,Кишинёв мун.,Кишинёв,Ботаника,str. Burebista 66/2,16
Mонолитный,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,115830.0,A-casa,,Подземная,1,,5,2.0,Кишинёв мун.,Кишинёв,Буюканы,str. Gheorghe Codreanu 77,81
Kотельцовый,Eвроремонт,3-х комнатная квартира,Индивидуальная,Новострой,Агентство,850000.0,,1,Гараж,3,,4,2.0,Кишинёв мун.,Кишинёв,Центр,str. Universității 25,182
,Eвроремонт,2-х комнатная квартира,,Вторичный,Агентство,74900.0,,,,,,16,5.0,Кишинёв мун.,Кишинёв,Буюканы,Piața Unirii Principatelor 3,37
Kомбинированный,Белый вариант,1-комнатная квартира,Индивидуальная,Новострой,Частное лицо,99000.0,David's Capital,1,Подземная,1,,13,10.0,Кишинёв мун.,Кишинёв,Чокана,пр-т Мирча чел Бэтрын 45,50
,Белый вариант,3-х комнатная квартира,Индивидуальная,Новострой,Агентство,145000.0,,Нет,Oткрытое,2,Квартира с ливингом,10,6.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ion Buzdugan .,86
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,188000.0,,1,Подземная,1,,14,10.0,Кишинёв мун.,Кишинёв,Центр,Bd. Ștefan cel Mare și Sfânt 171/3,48
,Eвроремонт,2-х комнатная квартира,,Вторичный,Застройщик,76100.0,,,Oткрытое,1,,5,1.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nicolae Titulescu 32,41
Kирпичный,Белый вариант,2-х комнатная квартира,Индивидуальная,Новострой,Застройщик,115000.0,Inamstro,,Oткрытое,1,Квартира с ливингом,10,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ioana Radu 27/3,70
Kирпичный,Белый вариант,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,115000.0,Inamstro,,Oткрытое,1,Квартира с ливингом,10,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ioana Radu 27/3,69
Kирпичный,Белый вариант,1-комнатная квартира,,Новострой,Агентство,79900.0,,,Подземная,1,,9,7.0,Кишинёв мун.,Кишинёв,Чокана,str. Bucovinei  1,57
,Eвроремонт,2-х комнатная квартира,,Вторичный,Агентство,104900.0,,,,,,5,2.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Miron Costin 19/4,60
,Eвроремонт,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,112000.0,Dansicons,1,Oткрытое,1,,12,7.0,Кишинёв мун.,Кишинёв,Центр,str. Gheorghe Asachi 4,45
Kотельцовый,Eвроремонт,1-комнатная квартира,,Вторичный,Агентство,118000.0,,1,Oткрытое,1,,4,1.0,Кишинёв мун.,Кишинёв,Центр,str. 31 August 1989 105,40
Kомбинированный,Косметический pемонт,3-х комнатная квартира,Мс (Молд. Серия),Вторичный,Агентство,94500.0,,2,Oткрытое,2,,9,8.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 17/4,70
,Eвроремонт,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,136900.0,,1,Подземная,2,Квартира с ливингом,8,6.0,Кишинёв мун.,Дурлешты,Центр,/ /,65
,,2-х комнатная квартира,,Новострой,Агентство,110000.0,,,,1,,16,4.0,Кишинёв мун.,Ставчены,Центр,--- 20/2,80
,,3-х комнатная квартира,,Вторичный,Агентство,129900.0,,,,1,Квартира с ливингом,5,2.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu ---,72
,,2-х комнатная квартира,,Новострой,Агентство,98000.0,,,,,,12,1.0,Кишинёв мун.,Кишинёв,Телецентр,str. Drumul Viilor ---,65
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,116320.0,,1,,1,Квартира с ливингом,6,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Bisericii 1,84
