rooms,bathroom,apartment_condition,total_floors,floor,area,price_per_sqm,floor_ratio,has_balcony,has_living,building_type_Kомбинированный,building_type_Kотельцовый,building_type_Mонолитный,building_type_Бетон,building_type_Блочный,building_type_Панельный,building_type_Ячеистый Бетон,housing_stock_Новострой,author_Банк,author_Застройщик,author_Частное лицо,parcing_space_Гараж,parcing_space_Под навесом,parcing_space_Подземная,latitude,longitude,distance_to_sector_center,geocode_missing,latitude_for_model,longitude_for_model,distance_to_sector_center_for_model,bathroom_missing,apartment_condition_missing,rooms_missing,floor_ratio_missing,city_Дурлешты,city_Кишинёв,city_Криково,city_Ставчены,sector_Ботаника,sector_Буюканы,sector_Окраина,sector_Рышкановка,sector_Скулянка,sector_Старая Почта,sector_Телецентр,sector_Центр,sector_Чокана
1.0,1.0,0.0,9,6.0,49,1416.3265306122448,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0611624,28.8415991,2696.6217396782185,0,47.0611624,28.8415991,2696.6217396782185,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.0,1.0,0.0,6,1.0,70,1201.7142857142858,0.16666666666666666,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,,,,1,47.0221197,28.8408695,1802.2657073879273,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5.0,1.0,4.0,13,12.0,352,2244.318181818182,0.9230769230769231,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.972481,28.8514343,1736.5765519589736,0,46.972481,28.8514343,1736.5765519589736,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,4.0,9,1.0,43,1904.6511627906978,0.1111111111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.034175,28.8821829,555.0595348762761,0,47.034175,28.8821829,555.0595348762761,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1.0,4.0,16,12.0,77,1974.025974025974,0.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0611806,28.8581317,3948.9233110660334,0,47.0611806,28.8581317,3948.9233110660334,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.0,1.0,4.0,13,10.0,65,2106.153846153846,0.7692307692307693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0585796,28.8924288,2524.1418308114776,0,47.0585796,28.8924288,2524.1418308114776,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3.0,1.0,4.0,14,3.0,82,1208.8170731707316,0.21428571428571427,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0676835,28.8433663,2926.195307716689,0,47.0676835,28.8433663,2926.195307716689,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.0,1.0,4.0,5,4.0,148,1216.2162162162163,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46.9986439,28.8167575,484.72518145010037,0,46.9986439,28.8167575,484.72518145010037,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.0,1.0,0.0,9,7.0,70,1750.0,0.7777777777777778,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0608803,28.8961249,2818.7377655528535,0,47.0608803,28.8961249,2818.7377655528535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,4.0,10,4.0,43,2050.0,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.033083,28.779129,1924.9610576503674,0,47.033083,28.779129,1924.9610576503674,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1.0,1.0,0.0,6,1.0,40,1655.0,0.16666666666666666,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0190955,28.7898647,2426.8841279347653,0,47.0190955,28.7898647,2426.8841279347653,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.0,1.0,0.0,9,6.0,71,1241.1971830985915,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0676835,28.8433663,2926.195307716689,0,47.0676835,28.8433663,2926.195307716689,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.0,1.0,4.0,5,4.0,70,1500.0,0.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.0651794,28.8470197,2168.4359412443223,0,47.0651794,28.8470197,2168.4359412443223,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.0,1.0,4.0,9,4.0,52,1875.0,0.4444444444444444,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.0460274,28.8878382,1118.4661994493345,0,47.0460274,28.8878382,1118.4661994493345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,4.0,11,8.0,50,2500.0,0.7272727272727273,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,1,47.0221197,28.8408695,1802.2657073879273,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.0,1.0,0.0,13,12.0,81,1451.79012345679,0.9230769230769231,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.035419,28.8398575,1402.4602479863872,0,47.035419,28.8398575,1402.4602479863872,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,11,2.0,48,1195.8333333333333,0.18181818181818182,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0042366,28.7772276,3019.0589597621,0,47.0042366,28.7772276,3019.0589597621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.0,1.0,0.0,16,11.0,67,1700.0,0.6875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9764503,28.8774334,2193.0366806003026,0,46.9764503,28.8774334,2193.0366806003026,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,4.0,13,2.0,65,2998.4615384615386,0.15384615384615385,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9794985,28.8617835,1114.5651408208132,0,46.9794985,28.8617835,1114.5651408208132,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3.0,1.0,0.0,10,10.0,107,1650.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0303927,28.863067,2069.043587884502,0,47.0303927,28.863067,2069.043587884502,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,1.0,0.0,8,2.0,44,1475.0,0.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,1,47.0221197,28.8408695,1802.2657073879273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,12,5.0,49,1045.9183673469388,0.4166666666666667,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0065254,28.7601795,1403.498573648147,0,47.0065254,28.7601795,1403.498573648147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3.0,1.0,0.0,16,7.0,110,1400.0,0.4375,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0054424,28.8668156,2169.407332980258,0,47.0054424,28.8668156,2169.407332980258,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,0.0,12,4.0,47,1308.5744680851064,0.3333333333333333,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0065254,28.7601795,1403.498573648147,0,47.0065254,28.7601795,1403.498573648147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2.0,1.0,0.0,9,9.0,73,1170.0,1.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0155738,28.7461215,1335.0743858904516,0,47.0155738,28.7461215,1335.0743858904516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2.0,1.0,0.0,12,1.0,72,1050.138888888889,0.08333333333333333,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0065254,28.7601795,1403.498573648147,0,47.0065254,28.7601795,1403.498573648147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2.0,1.0,0.0,13,7.0,60,1650.0,0.5384615384615384,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0036931,28.8659291,1965.5794081760969,0,47.0036931,28.8659291,1965.5794081760969,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,0.0,20,18.0,48,1885.4166666666667,0.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0468052,28.8878226,1204.791424186707,0,47.0468052,28.8878226,1204.791424186707,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3.0,1.0,4.0,11,6.0,97,1726.8041237113403,0.5454545454545454,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0480165,28.8888234,1336.2408446524435,0,47.0480165,28.8888234,1336.2408446524435,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,0.0,9,4.0,51,1600.0,0.4444444444444444,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,46.9429121,28.9228055,7238.56211873828,0,46.9429121,28.9228055,7238.56211873828,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,4.0,12,6.0,77,1844.155844155844,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0619044,28.8938945,2904.2106270667896,0,47.0619044,28.8938945,2904.2106270667896,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1.0,0.0,6,4.0,69,1221.768115942029,0.6666666666666666,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,,,,1,47.0221197,28.8408695,1802.2657073879273,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2.0,1.0,4.0,10,3.0,80,1247.5,0.3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0676835,28.8433663,2926.195307716689,0,47.0676835,28.8433663,2926.195307716689,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,4.0,6,4.0,30,1933.3333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0367838,28.900767,895.9885368599197,0,47.0367838,28.900767,895.9885368599197,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1.0,4.0,5,1.0,42,1783.3333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9913742,28.8701218,1279.0936825988142,0,46.9913742,28.8701218,1279.0936825988142,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,4.0,2,2.0,40,1597.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0062734,28.8309909,1121.6076107538076,0,47.0062734,28.8309909,1121.6076107538076,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.0,1.0,4.0,5,4.0,42,2140.4761904761904,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9968076,28.8088531,925.1055767460189,0,46.9968076,28.8088531,925.1055767460189,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.0,1.0,0.0,11,8.0,83,1192.7710843373493,0.7272727272727273,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0035857,28.7724806,3376.53793043051,0,47.0035857,28.7724806,3376.53793043051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.0,1.0,4.0,5,5.0,62,1588.7096774193549,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0885822,28.869774,851.1355402143917,0,47.0885822,28.869774,851.1355402143917,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2.0,1.0,0.0,7,7.0,80,1450.0,1.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988838,28.810077,1659.9654907431452,0,46.988838,28.810077,1659.9654907431452,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.0,1.0,4.0,9,4.0,80,1458.75,0.4444444444444444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9784264,28.8684513,1528.0744771140648,0,46.9784264,28.8684513,1528.0744771140648,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,0.0,9,4.0,45,1510.111111111111,0.4444444444444444,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0284004,28.8582156,2319.0873154166793,0,47.0284004,28.8582156,2319.0873154166793,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,1.0,0.0,14,7.0,46,1413.391304347826,0.5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0676835,28.8433663,2926.195307716689,0,47.0676835,28.8433663,2926.195307716689,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.0,1.0,0.0,7,2.0,88,1471.590909090909,0.2857142857142857,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.042114,28.7520717,3874.7053102126147,0,47.042114,28.7520717,3874.7053102126147,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.0,1.0,0.0,16,15.0,65,1600.0,0.9375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9776539,28.8804849,2315.1818229128608,0,46.9776539,28.8804849,2315.1818229128608,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,2.0,5,2.0,36,1747.2222222222222,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46.9839951,28.8466997,710.609472678198,0,46.9839951,28.8466997,710.609472678198,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,4.0,9,6.0,34,2350.0,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46.954918,28.9212222,6288.62844061508,0,46.954918,28.9212222,6288.62844061508,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3.0,1.0,1.0,9,3.0,75,1259.3333333333333,0.3333333333333333,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,46.978455,28.8607246,1177.5807880609957,0,46.978455,28.8607246,1177.5807880609957,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,4.0,9,5.0,47,2234.0425531914893,0.5555555555555556,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.006246,28.8348148,1985.6550875135256,0,47.006246,28.8348148,1985.6550875135256,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,2.0,9,5.0,35,1900.0,0.5555555555555556,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,47.0568696,28.8667886,920.9296261321848,0,47.0568696,28.8667886,920.9296261321848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3.0,1.0,0.0,15,9.0,81,1317.283950617284,0.6,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0676835,28.8433663,2926.195307716689,0,47.0676835,28.8433663,2926.195307716689,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,4.0,9,4.0,47,2691.4893617021276,0.4444444444444444,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0386476,28.7597872,3274.88463606935,0,47.0386476,28.7597872,3274.88463606935,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.0,1.0,0.0,11,6.0,63,1550.0,0.5454545454545454,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.968168,28.8509597,2217.2476616188837,0,46.968168,28.8509597,2217.2476616188837,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3.0,1.0,4.0,5,2.0,60,1998.3333333333333,0.4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.9927753,28.8615461,780.7336176760042,0,46.9927753,28.8615461,780.7336176760042,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,4.0,9,8.0,51,1754.9019607843138,0.8888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0587933,28.8683983,1163.2275165974302,0,47.0587933,28.8683983,1163.2275165974302,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,1.0,0.0,16,13.0,48,1560.4166666666667,0.8125,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,46.977355,28.8786586,2213.631260361519,0,46.977355,28.8786586,2213.631260361519,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,4.0,4,1.0,24,1833.3333333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9530589,28.925203,6654.611814401252,0,46.9530589,28.925203,6654.611814401252,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3.0,1.0,0.0,5,4.0,92,1308.195652173913,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0163035,28.7908799,2685.7322426082487,0,47.0163035,28.7908799,2685.7322426082487,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.0,1.0,4.0,5,2.0,46,1630.4347826086957,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0170499,28.7477808,1173.955081370604,0,47.0170499,28.7477808,1173.955081370604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,9,1.0,38,1420.0263157894738,0.1111111111111111,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,46.9930088,28.785891,2607.72497798578,0,46.9930088,28.785891,2607.72497798578,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,4.0,10,9.0,55,1618.1818181818182,0.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0576143,28.8493424,1409.9947830501264,0,47.0576143,28.8493424,1409.9947830501264,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.0,1.0,4.0,9,4.0,72,2401.3888888888887,0.4444444444444444,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0386476,28.7597872,3274.88463606935,0,47.0386476,28.7597872,3274.88463606935,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3.0,1.0,3.0,8,2.0,105,1903.8095238095239,0.25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46.9977704,28.8675014,1492.952129980362,0,46.9977704,28.8675014,1492.952129980362,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4.0,1.0,2.0,14,12.0,81,1419.7530864197531,0.8571428571428571,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,47.0551193,28.8642726,687.2317351848019,0,47.0551193,28.8642726,687.2317351848019,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,1.0,4.0,10,9.0,55,1618.1818181818182,0.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0576143,28.8493424,1409.9947830501264,0,47.0576143,28.8493424,1409.9947830501264,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.0,1.0,4.0,9,4.0,72,2401.3888888888887,0.4444444444444444,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0386476,28.7597872,3274.88463606935,0,47.0386476,28.7597872,3274.88463606935,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3.0,1.0,3.0,8,2.0,105,1903.8095238095239,0.25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46.9977704,28.8675014,1492.952129980362,0,46.9977704,28.8675014,1492.952129980362,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,4.0,10,9.0,55,1618.1818181818182,0.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0576143,28.8493424,1409.9947830501264,0,47.0576143,28.8493424,1409.9947830501264,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,1.0,4.0,4,2.0,24,1291.6666666666667,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47.0098655,28.8886847,2906.1220926319756,0,47.0098655,28.8886847,2906.1220926319756,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4.0,1.0,0.0,9,8.0,146,1095.890410958904,0.8888888888888888,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0149402,28.746555,1325.9205130190187,0,47.0149402,28.746555,1325.9205130190187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2.0,1.0,4.0,7,3.0,64,2617.1875,0.42857142857142855,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,1,47.0221197,28.8408695,1802.2657073879273,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3.0,1.0,4.0,9,4.0,110,1133.2727272727273,0.4444444444444444,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0132668,28.7511952,1098.787581805104,0,47.0132668,28.7511952,1098.787581805104,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3.0,1.0,4.0,15,1.0,92,2489.1304347826085,0.06666666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.057588,28.890629,2403.6471277178857,0,47.057588,28.890629,2403.6471277178857,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1.0,4.0,10,7.0,47,916.0851063829788,0.7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0132668,28.7511952,1098.787581805104,0,47.0132668,28.7511952,1098.787581805104,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,4.0,4,2.0,24,1291.6666666666667,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47.0098655,28.8886847,2906.1220926319756,0,47.0098655,28.8886847,2906.1220926319756,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,0.0,6,6.0,48,1200.0,1.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,,,,1,47.0221197,28.8408695,1802.2657073879273,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4.0,1.0,0.0,9,8.0,146,1095.890410958904,0.8888888888888888,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0149402,28.746555,1325.9205130190187,0,47.0149402,28.746555,1325.9205130190187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2.0,1.0,4.0,7,3.0,64,2617.1875,0.42857142857142855,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,1,47.0221197,28.8408695,1802.2657073879273,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3.0,1.0,4.0,15,1.0,92,2489.1304347826085,0.06666666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.057588,28.890629,2403.6471277178857,0,47.057588,28.890629,2403.6471277178857,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1.0,4.0,10,7.0,47,916.0851063829788,0.7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0132668,28.7511952,1098.787581805104,0,47.0132668,28.7511952,1098.787581805104,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,4.0,4,2.0,24,1291.6666666666667,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47.0098655,28.8886847,2906.1220926319756,0,47.0098655,28.8886847,2906.1220926319756,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,0.0,6,6.0,48,1200.0,1.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,,,,1,47.0221197,28.8408695,1802.2657073879273,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4.0,1.0,0.0,9,8.0,146,1095.890410958904,0.8888888888888888,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0149402,28.746555,1325.9205130190187,0,47.0149402,28.746555,1325.9205130190187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,4.0,9,4.0,47,2691.4893617021276,0.4444444444444444,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0386476,28.7597872,3274.88463606935,0,47.0386476,28.7597872,3274.88463606935,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3.0,1.0,4.0,5,2.0,60,1998.3333333333333,0.4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.9927753,28.8615461,780.7336176760042,0,46.9927753,28.8615461,780.7336176760042,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,0.0,11,6.0,63,1550.0,0.5454545454545454,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.968168,28.8509597,2217.2476616188837,0,46.968168,28.8509597,2217.2476616188837,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,4.0,9,8.0,51,1754.9019607843138,0.8888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0587933,28.8683983,1163.2275165974302,0,47.0587933,28.8683983,1163.2275165974302,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,1.0,0.0,16,13.0,48,1560.4166666666667,0.8125,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,46.977355,28.8786586,2213.631260361519,0,46.977355,28.8786586,2213.631260361519,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,0.0,12,5.0,39,1282.051282051282,0.4166666666666667,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,,1,47.0221197,28.8408695,1802.2657073879273,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,0.0,9,1.0,38,1420.0263157894738,0.1111111111111111,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,46.9930088,28.785891,2607.72497798578,0,46.9930088,28.785891,2607.72497798578,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.0,1.0,4.0,6,5.0,16,1425.0,0.8333333333333334,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,47.0245174,28.8088188,1669.6845780797066,0,47.0245174,28.8088188,1669.6845780797066,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1.0,1.0,0.0,5,4.0,54,1500.0,0.8,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,47.0149588,28.7908378,2827.7423178774925,0,47.0149588,28.7908378,2827.7423178774925,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1.0,1.0,0.0,8,6.0,45,1308.888888888889,0.75,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.9980787,28.8078475,883.848218632378,0,46.9980787,28.8078475,883.848218632378,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.0,1.0,4.0,18,15.0,90,1333.3333333333333,0.8333333333333334,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0212888,28.8527778,1603.6041840792877,0,47.0212888,28.8527778,1603.6041840792877,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,1.0,4.0,6,1.0,80,2687.5,0.16666666666666666,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.010602,28.8066606,1152.8975407453277,0,47.010602,28.8066606,1152.8975407453277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.0,1.0,4.0,13,10.0,82,2669.512195121951,0.7692307692307693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0081435,28.8333203,1766.0012452210865,0,47.0081435,28.8333203,1766.0012452210865,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
