bathroom,rooms,apartment_condition,Тип участка,Площадь земли,Состояние дома,Тип помещения,Площадь участка,Этажность,Балкон,Водопровод,Состояние помещения,Газификация,Канализация,total_floors,floor,area,price_per_sqm,floor_ratio,has_balcony,has_living,building_type_Kомбинированный,building_type_Kотельцовый,building_type_Mонолитный,building_type_Бетон,building_type_Блочный,building_type_Панельный,building_type_Ячеистый Бетон,housing_stock_Новострой,author_Банк,author_Застройщик,author_Частное лицо,parcing_space_Гараж,parcing_space_Под навесом,parcing_space_Подземная,latitude,longitude,distance_to_sector_center,geocode_missing,latitude_for_model,longitude_for_model,distance_to_sector_center_for_model,bathroom_missing,apartment_condition_missing,rooms_missing,floor_ratio_missing,city_Дурлешты,city_Кишинёв,city_Криково,city_Ставчены,sector_str. Nicolae Dimo,sector_Аэропорт,sector_Ботаника,sector_Буюканы,sector_Окраина,sector_Рышкановка,sector_Скулянка,sector_Старая Почта,sector_Телецентр,sector_Центр,sector_Чокана
1.0,1.0,4.0,,,,,,,2.0,,,,,18.0,15.0,44.0,1750.0,0.8333333333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0303927,28.863067,2069.043587884502,0,47.0303927,28.863067,2069.043587884502,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,3.0,4.0,,,,,,,2.0,,,,,9.0,9.0,104.0,1682.6923076923076,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0611806,28.8581317,1403.735567661628,0,47.0611806,28.8581317,1403.735567661628,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,2.0,0.0,,,,,,,2.0,,,,,14.0,7.0,63.0,1465.7936507936508,0.5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0676835,28.8433663,2926.195307716689,0,47.0676835,28.8433663,2926.195307716689,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,13.0,5.0,63.0,2109.5238095238096,0.38461538461538464,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.0399635,28.8077392,2555.717957908634,0,47.0399635,28.8077392,2555.717957908634,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,2.0,4.0,,,,,,,2.0,,,,,10.0,4.0,82.0,1987.8048780487804,0.4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0042184,28.836723,2228.5681639443233,0,47.0042184,28.836723,2228.5681639443233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,3.0,4.0,,,,,,,2.0,,,,,5.0,2.0,60.0,1831.6666666666667,0.4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,47.0045109,28.8114759,451.3244522233187,0,47.0045109,28.8114759,451.3244522233187,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,4.0,,,,,,,2.0,,,,,9.0,2.0,48.0,1285.9375,0.2222222222222222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9930088,28.785891,2607.72497798578,0,46.9930088,28.785891,2607.72497798578,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,5.0,5.0,51.0,1762.7450980392157,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,47.0225368,28.844226,1678.113886189654,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,4.0,,,,,,,2.0,,,,,5.0,3.0,36.0,1583.3333333333333,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0150694,28.7899286,2839.4242130514795,0,47.0150694,28.7899286,2839.4242130514795,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,5.0,3.0,45.0,2422.222222222222,0.6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.0433243,28.8613655,643.1455168984194,0,47.0433243,28.8613655,643.1455168984194,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,1.0,0.0,,,,,,,2.0,,,,,18.0,18.0,45.0,1602.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.002222,28.8665788,1846.8844818171503,0,47.002222,28.8665788,1846.8844818171503,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,10.0,5.0,75.0,1225.3333333333333,0.5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0150305,28.7479648,1222.3054126286884,0,47.0150305,28.7479648,1222.3054126286884,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,2.0,4.0,,,,,,,2.0,,,,,16.0,13.0,70.0,1400.0,0.8125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0255028,28.8611059,2616.7092650853356,0,47.0255028,28.8611059,2616.7092650853356,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,7.0,4.0,64.0,2617.1875,0.5714285714285714,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0320433,28.7990547,829.3222322423293,0,47.0320433,28.7990547,829.3222322423293,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,3.0,4.0,,,,,,,2.0,,,,,16.0,10.0,70.0,1784.2857142857142,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9784264,28.8684513,1528.0744771140648,0,46.9784264,28.8684513,1528.0744771140648,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,13.0,6.0,63.0,2109.5238095238096,0.46153846153846156,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.0391194,28.8086341,2441.8279254033523,0,47.0391194,28.8086341,2441.8279254033523,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,2.0,4.0,,,,,,,2.0,,,,,5.0,3.0,44.0,1906.8181818181818,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9857624,28.8740051,1537.7171544722567,0,46.9857624,28.8740051,1537.7171544722567,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,4.0,,,,,,,2.0,,,,,10.0,8.0,37.0,2513.5135135135133,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0376001,28.8978534,694.123557501009,0,47.0376001,28.8978534,694.123557501009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,3.0,4.0,,,,,,,2.0,,,,,9.0,9.0,106.0,1415.0943396226414,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.998318,28.85979,1228.4795431530972,0,46.998318,28.85979,1228.4795431530972,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,12.0,7.0,71.0,2605.6338028169016,0.5833333333333334,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0221197,28.8008688,1883.9410283209686,0,47.0221197,28.8008688,1883.9410283209686,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,12.0,4.0,71.0,2674.6478873239435,0.3333333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0221197,28.8008688,1883.9410283209686,0,47.0221197,28.8008688,1883.9410283209686,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,2.0,0.0,,,,,,,2.0,,,,,10.0,5.0,70.0,1583.4571428571428,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0668905,28.8962009,3477.9215020918123,0,47.0668905,28.8962009,3477.9215020918123,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,4.0,,,,,,,2.0,,,,,9.0,5.0,46.0,1954.3478260869565,0.5555555555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0138525,28.7521502,1002.0900618477696,0,47.0138525,28.7521502,1002.0900618477696,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,4.0,,,,,,,2.0,,,,,11.0,3.0,44.0,1654.5454545454545,0.2727272727272727,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0613165,28.8461283,3039.8385282272748,0,47.0613165,28.8461283,3039.8385282272748,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,4.0,4.0,,,,,,,2.0,,,,,14.0,10.0,129.0,4263.565891472868,0.7142857142857143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0354815,28.815044,1811.4921077115987,0,47.0354815,28.815044,1811.4921077115987,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,3.0,4.0,,,,,,,2.0,,,,,9.0,4.0,83.0,1263.855421686747,0.4444444444444444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0138525,28.7521502,1002.0900618477696,0,47.0138525,28.7521502,1002.0900618477696,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,2.0,4.0,,,,,,,2.0,,,,,9.0,4.0,69.0,1273.9130434782608,0.4444444444444444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0138525,28.7521502,1002.0900618477696,0,47.0138525,28.7521502,1002.0900618477696,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,2.0,4.0,,,,,,,2.0,,,,,5.0,1.0,47.0,1423.404255319149,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9741414,28.8485594,1595.3206041846431,0,46.9741414,28.8485594,1595.3206041846431,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,3.0,0.0,,,,,,,2.0,,,,,14.0,8.0,88.0,2034.090909090909,0.5714285714285714,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9826146,28.8614644,824.1344598916311,0,46.9826146,28.8614644,824.1344598916311,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,7.0,4.0,65.0,1813.8461538461538,0.5714285714285714,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0256436,28.7785909,4052.507198846537,0,47.0256436,28.7785909,4052.507198846537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,3.0,4.0,,,,,,,2.0,,,,,13.0,8.0,105.0,2380.9523809523807,0.6153846153846154,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9870115,28.84145,958.2734350954819,0,46.9870115,28.84145,958.2734350954819,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2.0,0.0,,,,,,,2.0,,,,,13.0,7.0,67.0,2088.0597014925374,0.5384615384615384,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0433126,28.7934948,931.5385980680641,0,47.0433126,28.7934948,931.5385980680641,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,2.0,0.0,,,,,,,2.0,,,,,11.0,6.0,65.0,1146.3076923076924,0.5454545454545454,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0042366,28.7772276,3019.0589597621,0,47.0042366,28.7772276,3019.0589597621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,9.0,8.0,74.0,2160.810810810811,0.8888888888888888,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0256799,28.8285027,324.2953590365535,0,47.0256799,28.8285027,324.2953590365535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,4.0,,,,,,,2.0,,,,,5.0,5.0,18.0,2216.6666666666665,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0222361,28.8822346,1614.0917774755778,0,47.0222361,28.8822346,1614.0917774755778,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,4.0,,,,,,,2.0,,,,,6.0,6.0,46.0,1402.1739130434783,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46.9993885,28.8973421,4119.841219445396,0,46.9993885,28.8973421,4119.841219445396,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,4.0,,,,,,,2.0,,,,,9.0,1.0,36.0,1552.7777777777778,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.0435959,28.8817104,1009.2227178596037,0,47.0435959,28.8817104,1009.2227178596037,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,4.0,,,,,,,2.0,,,,,10.0,9.0,20.0,2250.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.0479254,28.8848595,1362.6554543728041,0,47.0479254,28.8848595,1362.6554543728041,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,0.0,,,,,,,2.0,,,,,14.0,9.0,55.0,1153.5454545454545,0.6428571428571429,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0070822,28.7635245,1325.7953916671054,0,47.0070822,28.7635245,1325.7953916671054,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,2.0,4.0,,,,,,,2.0,,,,,9.0,8.0,60.0,2083.3333333333335,0.8888888888888888,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0172367,28.7518093,870.7190618933004,0,47.0172367,28.7518093,870.7190618933004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,2.0,4.0,,,,,,,2.0,,,,,9.0,4.0,70.0,1270.0,0.4444444444444444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0138525,28.7521502,1002.0900618477696,0,47.0138525,28.7521502,1002.0900618477696,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,4.0,,,,,,,2.0,,,,,9.0,1.0,44.0,2497.7272727272725,0.1111111111111111,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9717832,28.8517034,1811.6232685809493,0,46.9717832,28.8517034,1811.6232685809493,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,4.0,,,,,,,2.0,,,,,1.0,1.0,34.0,2720.5882352941176,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0318679,28.8338709,886.2884269182878,0,47.0318679,28.8338709,886.2884269182878,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,2.0,4.0,,,,,,,2.0,,,,,10.0,9.0,73.0,2383.5616438356165,0.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0414108,28.8675999,913.0237880346,0,47.0414108,28.8675999,913.0237880346,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,1.0,4.0,,,,,,,2.0,,,,,10.0,5.0,53.0,1698.1132075471698,0.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9942017,28.8646206,1060.399539742736,0,46.9942017,28.8646206,1060.399539742736,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,9.0,2.0,55.0,2145.4545454545455,0.2222222222222222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0464807,28.8870847,1174.4030999138865,0,47.0464807,28.8870847,1174.4030999138865,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,0.0,,,,,,,2.0,,,,,9.0,4.0,42.0,1350.0,0.4444444444444444,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,46.9930088,28.785891,2607.72497798578,0,46.9930088,28.785891,2607.72497798578,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,0.0,,,,,,,2.0,,,,,12.0,1.0,50.0,1152.98,0.08333333333333333,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0065254,28.7601795,1403.498573648147,0,47.0065254,28.7601795,1403.498573648147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,2.0,4.0,,,,,,,2.0,,,,,10.0,7.0,72.0,1943.0555555555557,0.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0160626,28.7474749,6468.0372035779055,0,47.0160626,28.7474749,6468.0372035779055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,5.0,4.0,,,,,,,2.0,,,,,13.0,12.0,352.0,2244.318181818182,0.9230769230769231,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,46.9707927,28.8525235,1916.6404243072172,0,46.9707927,28.8525235,1916.6404243072172,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,15.0,14.0,94.0,3084.0425531914893,0.9333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0409034,28.8640632,903.8979289672052,0,47.0409034,28.8640632,903.8979289672052,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,3.0,4.0,,,,,,,2.0,,,,,10.0,2.0,93.0,2419.3548387096776,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0613165,28.8461283,3039.8385282272748,0,47.0613165,28.8461283,3039.8385282272748,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,9.0,8.0,43.0,2532.5581395348836,0.8888888888888888,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.0054813,28.7621415,1504.619380734278,0,47.0054813,28.7621415,1504.619380734278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,2.0,4.0,,,,,,,2.0,,,,,15.0,9.0,76.0,3222.3684210526317,0.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.0336296,28.8169321,5800.1691203925775,0,47.0336296,28.8169321,5800.1691203925775,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,0.0,,,,,,,2.0,,,,,9.0,3.0,39.0,2000.0,0.3333333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0565108,28.8946108,2319.9805484850253,0,47.0565108,28.8946108,2319.9805484850253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,2.0,4.0,,,,,,,2.0,,,,,9.0,1.0,71.0,1760.5633802816901,0.1111111111111111,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0113871,28.7993466,1631.408586261201,0,47.0113871,28.7993466,1631.408586261201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,1.0,,,,,,,2.0,,,,,5.0,1.0,38.0,1618.421052631579,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0047605,28.8419936,2074.232315371447,0,47.0047605,28.8419936,2074.232315371447,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2.0,2.0,,,,,,,2.0,,,,,5.0,5.0,54.0,1387.037037037037,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,46.9977626,28.8692584,1586.7258520786172,0,46.9977626,28.8692584,1586.7258520786172,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2.0,0.0,,,,,,,2.0,,,,,8.0,1.0,55.0,1634.5454545454545,0.125,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,47.0018233,28.779761,2826.9126870943737,0,47.0018233,28.779761,2826.9126870943737,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,3.0,2.0,,,,,,,2.0,,,,,9.0,4.0,78.0,1282.051282051282,0.4444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0538645,28.8895246,1986.839427886573,0,47.0538645,28.8895246,1986.839427886573,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,2.0,4.0,,,,,,,2.0,,,,,8.0,2.0,80.0,2250.0,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0293865,28.8346001,630.541960989176,0,47.0293865,28.8346001,630.541960989176,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,2.0,4.0,,,,,,,2.0,,,,,11.0,6.0,54.0,2731.4814814814813,0.5454545454545454,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.0270085,28.8055108,1346.9035160826766,0,47.0270085,28.8055108,1346.9035160826766,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,5.0,5.0,50.0,1970.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0278111,28.7784855,2235.9910949260457,0,47.0278111,28.7784855,2235.9910949260457,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,1.0,4.0,,,,,,,2.0,,,,,9.0,2.0,36.0,3250.0,0.2222222222222222,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9752902,28.8573532,1435.9756707556542,0,46.9752902,28.8573532,1435.9756707556542,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,10.0,5.0,56.0,2848.214285714286,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0592962,28.8901406,6977.277903729883,0,47.0592962,28.8901406,6977.277903729883,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,1.0,0.0,,,,,,,2.0,,,,,9.0,7.0,51.0,1549.0196078431372,0.7777777777777778,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9784264,28.8684513,1528.0744771140648,0,46.9784264,28.8684513,1528.0744771140648,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,9.0,1.0,51.0,1919.6078431372548,0.1111111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0365013,28.7763417,2039.213582714843,0,47.0365013,28.7763417,2039.213582714843,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,1.0,4.0,,,,,,,2.0,,,,,12.0,10.0,47.0,3061.7021276595747,0.8333333333333334,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0221197,28.8008688,1883.9410283209686,0,47.0221197,28.8008688,1883.9410283209686,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,9.0,7.0,62.0,2498.3870967741937,0.7777777777777778,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9795519,28.8828124,2378.9679978961503,0,46.9795519,28.8828124,2378.9679978961503,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,3.0,4.0,,,,,,,2.0,,,,,9.0,7.0,71.0,1759.1549295774648,0.7777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0731159,28.8967366,4168.509351345321,0,47.0731159,28.8967366,4168.509351345321,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,3.0,4.0,,,,,,,2.0,,,,,10.0,8.0,116.0,2000.0,0.8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.017985,28.8498266,1507.804996805606,0,47.017985,28.8498266,1507.804996805606,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,2.0,0.0,,,,,,,2.0,,,,,10.0,5.0,77.0,1012.987012987013,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0109408,28.7609485,909.5387716334724,0,47.0109408,28.7609485,909.5387716334724,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,2.0,4.0,,,,,,,2.0,,,,,7.0,1.0,75.0,1972.0,0.14285714285714285,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0055065,28.7595564,1522.9548914652187,0,47.0055065,28.7595564,1522.9548914652187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,3.0,4.0,,,,,,,2.0,,,,,5.0,3.0,76.0,2065.7894736842104,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0109297,28.8586617,2489.4918686709048,0,47.0109297,28.8586617,2489.4918686709048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4.0,4.0,4.0,,,,,,,2.0,,,,,16.0,16.0,205.0,2390.243902439024,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,46.9834845,28.8788394,1949.9452303221528,0,46.9834845,28.8788394,1949.9452303221528,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2.0,3.0,2.0,,,,,,,2.0,,,,,7.0,2.0,83.0,3372.289156626506,0.2857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47.0185191,28.8218861,979.4004755343268,0,47.0185191,28.8218861,979.4004755343268,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,4.0,,,,,,,2.0,,,,,9.0,6.0,42.0,2283.3333333333335,0.6666666666666666,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.0054813,28.7621415,1504.619380734278,0,47.0054813,28.7621415,1504.619380734278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.0,2.0,4.0,,,,,,,2.0,,,,,8.0,7.0,117.0,2128.2051282051284,0.875,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0673434,28.8744096,2215.257345348982,0,47.0673434,28.8744096,2215.257345348982,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,2.0,4.0,,,,,,,2.0,,,,,9.0,9.0,67.0,1580.597014925373,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.061931,28.8971101,2948.1410951016405,0,47.061931,28.8971101,2948.1410951016405,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,3.0,4.0,,,,,,,2.0,,,,,9.0,5.0,103.0,1407.7669902912621,0.5555555555555556,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0059815,28.8474167,2319.5590931900765,0,47.0059815,28.8474167,2319.5590931900765,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,4.0,,,,,,,2.0,,,,,5.0,3.0,35.0,2157.1428571428573,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0600999,28.842947,2800.478986516346,0,47.0600999,28.842947,2800.478986516346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
